town,flat_type,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
PASIR RIS,5 ROOM,PASIR RIS ST 12,10 TO 12,122,Improved,1989,575000
PASIR RIS,5 ROOM,PASIR RIS ST 13,04 TO 06,126,Improved,1995,590000
PASIR RIS,5 ROOM,PASIR RIS ST 21,10 TO 12,137,Model A,1993,665000
PASIR RIS,5 ROOM,PASIR RIS ST 21,07 TO 09,126,Improved,1993,585000
PASIR RIS,5 ROOM,PASIR RIS ST 21,10 TO 12,127,Improved,1993,599888
PASIR RIS,5 ROOM,PASIR RIS ST 21,04 TO 06,127,Improved,1993,545000
PASIR RIS,5 ROOM,PASIR RIS ST 51,01 TO 03,123,Improved,1992,630000
PASIR RIS,5 ROOM,PASIR RIS ST 51,10 TO 12,123,Improved,1992,650000
PASIR RIS,5 ROOM,PASIR RIS ST 51,10 TO 12,123,Improved,1992,620000
PASIR RIS,5 ROOM,PASIR RIS ST 52,07 TO 09,129,Improved,1993,640000
PASIR RIS,5 ROOM,PASIR RIS ST 71,01 TO 03,128,Improved,1996,600000
PASIR RIS,5 ROOM,PASIR RIS ST 71,01 TO 03,126,Improved,1996,565000
PASIR RIS,5 ROOM,PASIR RIS ST 71,13 TO 15,129,Improved,1996,635000
PASIR RIS,5 ROOM,PASIR RIS ST 72,04 TO 06,127,Improved,1996,620000
PUNGGOL,3 ROOM,EDGEDALE PLAINS,16 TO 18,68,Premium Apartment,2018,450000
PUNGGOL,3 ROOM,EDGEDALE PLAINS,10 TO 12,68,Premium Apartment,2018,443000
PUNGGOL,3 ROOM,EDGEDALE PLAINS,10 TO 12,68,Model A,2017,430000
PUNGGOL,3 ROOM,EDGEDALE PLAINS,13 TO 15,67,Model A,2017,400000
PUNGGOL,3 ROOM,EDGEFIELD PLAINS,01 TO 03,68,Premium Apartment,2016,420000
PUNGGOL,3 ROOM,EDGEFIELD PLAINS,13 TO 15,65,Model A,2015,400888
PUNGGOL,3 ROOM,PUNGGOL DR,16 TO 18,65,Model A,2016,425000
PUNGGOL,3 ROOM,PUNGGOL DR,16 TO 18,68,Premium Apartment,2016,425000
PUNGGOL,3 ROOM,PUNGGOL DR,13 TO 15,65,Model A,2016,422000
PUNGGOL,3 ROOM,PUNGGOL FIELD,13 TO 15,68,Model A,2016,430000
PUNGGOL,3 ROOM,PUNGGOL PL,10 TO 12,67,Model A,2014,415000
PUNGGOL,3 ROOM,PUNGGOL RD,13 TO 15,70,Premium Apartment,2012,470888
PUNGGOL,3 ROOM,PUNGGOL WALK,10 TO 12,67,Model A,2014,426000
PUNGGOL,3 ROOM,PUNGGOL WALK,10 TO 12,67,Model A,2015,428000
PUNGGOL,3 ROOM,PUNGGOL WALK,16 TO 18,67,Model A,2015,436888
PUNGGOL,3 ROOM,PUNGGOL WALK,16 TO 18,67,Premium Apartment,2016,468888
PUNGGOL,3 ROOM,PUNGGOL WAY,16 TO 18,68,Premium Apartment,2017,470000
PUNGGOL,3 ROOM,PUNGGOL WAY,10 TO 12,68,Premium Apartment,2017,459888
PUNGGOL,3 ROOM,PUNGGOL WAY,13 TO 15,68,Premium Apartment,2017,468000
PUNGGOL,3 ROOM,PUNGGOL WAY,16 TO 18,68,Premium Apartment,2017,490000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,07 TO 09,92,Premium Apartment,2017,532888
PUNGGOL,4 ROOM,EDGEDALE PLAINS,04 TO 06,85,Model A,2003,420000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,13 TO 15,93,Premium Apartment,2018,550000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,07 TO 09,92,Premium Apartment,2017,540000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,10 TO 12,93,Model A,2017,548000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,10 TO 12,92,Premium Apartment,2017,598000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,13 TO 15,93,Model A,2017,505185
PUNGGOL,4 ROOM,EDGEDALE PLAINS,13 TO 15,93,Premium Apartment,2018,590000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,10 TO 12,93,Model A,2017,511000
PUNGGOL,4 ROOM,EDGEDALE PLAINS,04 TO 06,92,Premium Apartment,2017,518000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,10 TO 12,94,Model A,2012,520000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,13 TO 15,90,Model A,2003,475000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,01 TO 03,90,Model A,2015,480000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,01 TO 03,93,Premium Apartment,2016,508000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,07 TO 09,93,Premium Apartment,2016,563888
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,07 TO 09,93,Premium Apartment,2016,565000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,10 TO 12,93,Premium Apartment,2016,570000
PUNGGOL,4 ROOM,EDGEFIELD PLAINS,10 TO 12,92,Model A,2012,550000
PUNGGOL,4 ROOM,PUNGGOL CTRL,07 TO 09,93,Model A,2012,539000
PUNGGOL,4 ROOM,PUNGGOL CTRL,07 TO 09,91,Premium Apartment,2003,488000
PUNGGOL,4 ROOM,PUNGGOL DR,13 TO 15,93,Premium Apartment,2016,602888
PUNGGOL,4 ROOM,PUNGGOL DR,10 TO 12,93,Premium Apartment,2016,595000
PUNGGOL,4 ROOM,PUNGGOL DR,16 TO 18,90,Premium Apartment,2005,485000
PUNGGOL,4 ROOM,PUNGGOL DR,10 TO 12,90,Model A,2016,503000
PUNGGOL,4 ROOM,PUNGGOL DR,13 TO 15,95,Premium Apartment,2013,540000
PUNGGOL,4 ROOM,PUNGGOL DR,04 TO 06,93,Model A,2012,497000
PUNGGOL,4 ROOM,PUNGGOL DR,10 TO 12,93,Premium Apartment,2016,628000
PUNGGOL,4 ROOM,PUNGGOL DR,04 TO 06,93,Premium Apartment,2013,508000
PUNGGOL,4 ROOM,PUNGGOL DR,07 TO 09,93,Premium Apartment,2016,590000
PUNGGOL,4 ROOM,PUNGGOL DR,04 TO 06,93,Premium Apartment,2016,530000
PUNGGOL,4 ROOM,PUNGGOL DR,01 TO 03,93,Model A,2012,520000
PUNGGOL,4 ROOM,PUNGGOL DR,04 TO 06,93,Premium Apartment,2013,555000
PUNGGOL,4 ROOM,PUNGGOL DR,01 TO 03,96,Premium Apartment,2012,535000
PUNGGOL,4 ROOM,PUNGGOL DR,01 TO 03,91,Premium Apartment,2007,453000
PUNGGOL,4 ROOM,PUNGGOL DR,04 TO 06,92,Premium Apartment,2007,475888
PUNGGOL,4 ROOM,PUNGGOL FIELD,10 TO 12,93,Model A,2016,545000
PUNGGOL,4 ROOM,PUNGGOL FIELD,04 TO 06,92,Model A,2014,473888
PUNGGOL,4 ROOM,PUNGGOL FIELD,16 TO 18,90,Model A,2003,480000
PUNGGOL,4 ROOM,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,623888
PUNGGOL,4 ROOM,PUNGGOL PL,13 TO 15,96,Premium Apartment,2013,605000
PUNGGOL,4 ROOM,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,590000
PUNGGOL,4 ROOM,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,610000
PUNGGOL,4 ROOM,PUNGGOL PL,04 TO 06,92,Model A,2014,505000
PUNGGOL,4 ROOM,PUNGGOL PL,01 TO 03,92,Model A,2014,496000
PUNGGOL,4 ROOM,PUNGGOL PL,04 TO 06,96,Premium Apartment,2013,580000
PUNGGOL,4 ROOM,PUNGGOL PL,16 TO 18,93,Premium Apartment,2013,625000
PUNGGOL,4 ROOM,PUNGGOL PL,10 TO 12,93,Premium Apartment,2011,585000
PUNGGOL,4 ROOM,PUNGGOL RD,07 TO 09,92,Model A,2012,530000
PUNGGOL,4 ROOM,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,580000
PUNGGOL,4 ROOM,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,548000
PUNGGOL,4 ROOM,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,603000
PUNGGOL,4 ROOM,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,610888
PUNGGOL,4 ROOM,PUNGGOL WALK,04 TO 06,93,Model A,2015,525000
PUNGGOL,4 ROOM,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,618000
PUNGGOL,4 ROOM,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,580000
PUNGGOL,4 ROOM,PUNGGOL WALK,04 TO 06,93,Model A,2015,510000
PUNGGOL,4 ROOM,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,595000
PUNGGOL,4 ROOM,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,590000
PUNGGOL,4 ROOM,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,560000
PUNGGOL,4 ROOM,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,590000
PUNGGOL,4 ROOM,PUNGGOL WAY,07 TO 09,93,Premium Apartment,2017,590000
PUNGGOL,4 ROOM,PUNGGOL WAY,10 TO 12,93,Premium Apartment,2017,600000
PUNGGOL,4 ROOM,PUNGGOL WAY,13 TO 15,92,Model A,2015,570000
PUNGGOL,4 ROOM,PUNGGOL WAY,01 TO 03,93,Model A,2016,500000
PUNGGOL,4 ROOM,PUNGGOL WAY,04 TO 06,93,Premium Apartment,2017,612000
PUNGGOL,4 ROOM,PUNGGOL WAY,16 TO 18,93,Premium Apartment,2017,625000
PUNGGOL,4 ROOM,PUNGGOL WAY,13 TO 15,92,Model A,2015,550000
PUNGGOL,4 ROOM,SUMANG LANE,13 TO 15,92,Premium Apartment,2018,575000
PUNGGOL,4 ROOM,SUMANG LANE,10 TO 12,93,Premium Apartment,2018,570000
PUNGGOL,4 ROOM,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,568888
PUNGGOL,4 ROOM,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,560000
PUNGGOL,4 ROOM,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,540000
PUNGGOL,4 ROOM,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,548000
PUNGGOL,4 ROOM,SUMANG LANE,07 TO 09,92,Premium Apartment,2018,530000
PUNGGOL,4 ROOM,SUMANG LANE,10 TO 12,92,Premium Apartment,2018,550000
PUNGGOL,4 ROOM,SUMANG LANE,04 TO 06,92,Premium Apartment,2018,518000
PUNGGOL,4 ROOM,SUMANG LANE,16 TO 18,92,Premium Apartment,2018,570000
PUNGGOL,4 ROOM,SUMANG LINK,16 TO 18,92,Model A,2015,580000
PUNGGOL,4 ROOM,SUMANG WALK,13 TO 15,92,Model A,2017,548000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,10 TO 12,110,Improved,2003,520000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,111,Premium Apartment,2003,468888
PUNGGOL,5 ROOM,EDGEDALE PLAINS,07 TO 09,111,Premium Apartment,2003,460000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,10 TO 12,110,Improved,2003,525000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,110,Improved,2003,520000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,16 TO 18,112,Improved,2003,560000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,16 TO 18,111,Premium Apartment,2003,522000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,111,Premium Apartment,2003,515000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,110,Improved,2003,477000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,07 TO 09,110,Improved,2003,510000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,07 TO 09,112,Premium Apartment,2017,722000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,112,Premium Apartment,2017,677395
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,110,Improved,2003,510000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,01 TO 03,113,Improved,2017,568000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,13 TO 15,113,Improved,2017,628000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,04 TO 06,112,Premium Apartment,2017,685000
PUNGGOL,5 ROOM,EDGEDALE PLAINS,10 TO 12,110,Improved,2003,550000
PUNGGOL,5 ROOM,EDGEFIELD PLAINS,10 TO 12,110,Improved,2003,523888
PUNGGOL,5 ROOM,EDGEFIELD PLAINS,16 TO 18,112,Premium Apartment,2003,513000
PUNGGOL,5 ROOM,PUNGGOL CTRL,01 TO 03,110,Premium Apartment,2004,492000
PUNGGOL,5 ROOM,PUNGGOL CTRL,04 TO 06,114,Premium Apartment,2004,543000
PUNGGOL,5 ROOM,PUNGGOL CTRL,01 TO 03,110,Premium Apartment,2003,515680
PUNGGOL,5 ROOM,PUNGGOL DR,13 TO 15,113,Premium Apartment,2016,775000
PUNGGOL,5 ROOM,PUNGGOL DR,16 TO 18,118,Premium Apartment,2013,770000
PUNGGOL,5 ROOM,PUNGGOL DR,13 TO 15,111,Premium Apartment,2005,540000
PUNGGOL,5 ROOM,PUNGGOL FIELD,07 TO 09,113,Premium Apartment,2013,780000
PUNGGOL,5 ROOM,PUNGGOL FIELD,10 TO 12,112,Improved,2003,538000
PUNGGOL,5 ROOM,PUNGGOL FIELD,04 TO 06,110,Improved,2002,510000
PUNGGOL,5 ROOM,PUNGGOL FIELD,16 TO 18,111,Improved,2003,563000
PUNGGOL,5 ROOM,PUNGGOL FIELD,10 TO 12,110,Improved,2004,535000
PUNGGOL,5 ROOM,PUNGGOL FIELD,04 TO 06,110,Improved,2003,548000
PUNGGOL,5 ROOM,PUNGGOL FIELD,13 TO 15,110,Improved,2003,540000
PUNGGOL,5 ROOM,PUNGGOL FIELD,10 TO 12,110,Improved,2003,550000
PUNGGOL,5 ROOM,PUNGGOL FIELD,13 TO 15,110,Improved,2004,558000
PUNGGOL,5 ROOM,PUNGGOL FIELD WALK,04 TO 06,110,Improved,2003,505888
PUNGGOL,5 ROOM,PUNGGOL PL,04 TO 06,113,Premium Apartment,2013,690000
PUNGGOL,5 ROOM,PUNGGOL WALK,04 TO 06,113,Improved,2015,598000
PUNGGOL,5 ROOM,PUNGGOL WAY,04 TO 06,113,Premium Apartment,2017,730000
PUNGGOL,5 ROOM,PUNGGOL WAY,16 TO 18,113,Premium Apartment,2017,830000
PUNGGOL,5 ROOM,PUNGGOL WAY,13 TO 15,113,Premium Apartment,2017,828000
PUNGGOL,5 ROOM,SUMANG LANE,07 TO 09,114,Premium Apartment,2018,670000
PUNGGOL,5 ROOM,SUMANG LANE,04 TO 06,114,Premium Apartment,2018,650000
PUNGGOL,5 ROOM,SUMANG LANE,10 TO 12,114,Premium Apartment,2018,696888
PUNGGOL,5 ROOM,SUMANG LINK,01 TO 03,112,Improved,2015,685000
QUEENSTOWN,3 ROOM,C'WEALTH CL,07 TO 09,58,Standard,1967,290000
QUEENSTOWN,3 ROOM,C'WEALTH CRES,07 TO 09,55,Standard,1970,312000
QUEENSTOWN,3 ROOM,C'WEALTH CRES,01 TO 03,60,Standard,1969,308000
QUEENSTOWN,3 ROOM,C'WEALTH DR,04 TO 06,60,Standard,1967,320000
QUEENSTOWN,3 ROOM,C'WEALTH DR,07 TO 09,63,Model A,2015,580000
QUEENSTOWN,3 ROOM,C'WEALTH DR,07 TO 09,63,Model A,2015,605000
QUEENSTOWN,3 ROOM,DAWSON RD,37 TO 39,65,Premium Apartment,2016,730000
QUEENSTOWN,3 ROOM,DAWSON RD,37 TO 39,65,Premium Apartment,2016,738000
QUEENSTOWN,3 ROOM,DOVER CRES,16 TO 18,65,Improved,1978,360000
QUEENSTOWN,3 ROOM,DOVER RD,10 TO 12,65,Improved,1975,365000
QUEENSTOWN,3 ROOM,GHIM MOH LINK,19 TO 21,68,Model A,2018,665000
QUEENSTOWN,3 ROOM,GHIM MOH LINK,16 TO 18,67,Model A,2013,620000
QUEENSTOWN,3 ROOM,GHIM MOH RD,07 TO 09,65,Improved,1976,380000
QUEENSTOWN,3 ROOM,GHIM MOH RD,04 TO 06,65,Improved,1977,400000
QUEENSTOWN,3 ROOM,HOLLAND CL,13 TO 15,65,Improved,1974,415000
QUEENSTOWN,3 ROOM,HOLLAND CL,01 TO 03,65,Improved,1974,355000
QUEENSTOWN,3 ROOM,HOLLAND CL,01 TO 03,59,Improved,1974,310000
QUEENSTOWN,3 ROOM,HOLLAND DR,37 TO 39,67,Model A,2012,702000
QUEENSTOWN,3 ROOM,HOLLAND DR,01 TO 03,65,Improved,1975,310000
QUEENSTOWN,3 ROOM,MEI LING ST,07 TO 09,67,Improved,1970,320888
QUEENSTOWN,3 ROOM,MEI LING ST,13 TO 15,72,Improved,1970,438000
QUEENSTOWN,3 ROOM,MEI LING ST,01 TO 03,72,Improved,1970,345000
QUEENSTOWN,3 ROOM,STIRLING RD,07 TO 09,60,Improved,1970,300800
QUEENSTOWN,3 ROOM,STIRLING RD,04 TO 06,60,Improved,1971,338000
QUEENSTOWN,3 ROOM,STIRLING RD,04 TO 06,60,Improved,1970,306000
QUEENSTOWN,3 ROOM,STRATHMORE AVE,04 TO 06,69,Model A,2011,580000
QUEENSTOWN,4 ROOM,C'WEALTH DR,22 TO 24,88,Model A,2015,860000
QUEENSTOWN,4 ROOM,DAWSON RD,07 TO 09,83,Premium Apartment,2016,750000
QUEENSTOWN,4 ROOM,DAWSON RD,07 TO 09,83,Premium Apartment,2016,730000
QUEENSTOWN,4 ROOM,DAWSON RD,13 TO 15,97,Premium Apartment Loft,2016,943888
QUEENSTOWN,4 ROOM,DAWSON RD,04 TO 06,83,Premium Apartment,2016,747000
QUEENSTOWN,4 ROOM,DAWSON RD,37 TO 39,83,Premium Apartment,2016,935000
QUEENSTOWN,4 ROOM,DAWSON RD,31 TO 33,83,Premium Apartment,2016,912000
QUEENSTOWN,4 ROOM,DOVER CRES,01 TO 03,87,Model A,2003,618000
QUEENSTOWN,4 ROOM,DOVER CRES,04 TO 06,87,Model A,2003,658000
QUEENSTOWN,4 ROOM,DOVER CRES,01 TO 03,95,Model A,2012,818000
QUEENSTOWN,4 ROOM,GHIM MOH LINK,01 TO 03,93,Model A,2013,710000
QUEENSTOWN,4 ROOM,GHIM MOH LINK,01 TO 03,92,Model A,2013,760000
QUEENSTOWN,4 ROOM,GHIM MOH LINK,37 TO 39,93,Model A,2013,922000
QUEENSTOWN,4 ROOM,HOLLAND DR,34 TO 36,92,Model A,2012,980000
QUEENSTOWN,4 ROOM,HOLLAND DR,07 TO 09,88,Improved,1975,515000
QUEENSTOWN,4 ROOM,HOLLAND DR,01 TO 03,92,Model A,2012,808000
QUEENSTOWN,4 ROOM,QUEEN'S CL,04 TO 06,108,Model A,1996,605000
QUEENSTOWN,4 ROOM,QUEENSWAY,19 TO 21,84,Improved,1974,490000
QUEENSTOWN,4 ROOM,STRATHMORE AVE,16 TO 18,98,Model A,2011,832000
QUEENSTOWN,4 ROOM,STRATHMORE AVE,13 TO 15,90,Model A,2006,830000
QUEENSTOWN,4 ROOM,STRATHMORE AVE,07 TO 09,85,Model A,2002,735000
QUEENSTOWN,4 ROOM,STRATHMORE AVE,25 TO 27,93,Model A,2011,880000
QUEENSTOWN,5 ROOM,C'WEALTH DR,19 TO 21,117,Improved,2015,1200000
QUEENSTOWN,5 ROOM,DAWSON RD,22 TO 24,108,Premium Apartment,2016,1150000
QUEENSTOWN,5 ROOM,DOVER CL EAST,19 TO 21,119,Standard,1978,865000
QUEENSTOWN,5 ROOM,DOVER CRES,28 TO 30,111,Improved,2003,863888
QUEENSTOWN,5 ROOM,DOVER CRES,22 TO 24,112,Improved,2003,850000
QUEENSTOWN,5 ROOM,DOVER CRES,22 TO 24,125,Standard,1978,828000
QUEENSTOWN,5 ROOM,GHIM MOH RD,25 TO 27,125,Standard,1977,875000
QUEENSTOWN,5 ROOM,HOLLAND DR,04 TO 06,117,Standard,1975,750000
QUEENSTOWN,5 ROOM,QUEEN'S CL,13 TO 15,124,Improved,1996,785000
QUEENSTOWN,5 ROOM,STIRLING RD,01 TO 03,115,Improved,2000,808000
QUEENSTOWN,5 ROOM,STRATHMORE AVE,01 TO 03,110,Improved,2006,765000
QUEENSTOWN,5 ROOM,STRATHMORE AVE,25 TO 27,110,Improved,2000,988000
QUEENSTOWN,5 ROOM,STRATHMORE AVE,22 TO 24,118,Improved,2011,1068000
SEMBAWANG,3 ROOM,CANBERRA CRES,07 TO 09,68,Model A,2018,430000
SEMBAWANG,3 ROOM,CANBERRA CRES,07 TO 09,68,Model A,2018,430000
SEMBAWANG,3 ROOM,CANBERRA CRES,10 TO 12,68,Model A,2018,448000
SEMBAWANG,3 ROOM,CANBERRA CRES,07 TO 09,68,Model A,2018,440000
SEMBAWANG,3 ROOM,CANBERRA ST,13 TO 15,67,Model A,2018,425000
SEMBAWANG,3 ROOM,MONTREAL LINK,16 TO 18,68,Model A,2015,380000
SEMBAWANG,3 ROOM,MONTREAL LINK,04 TO 06,68,Model A,2015,382000
SEMBAWANG,3 ROOM,MONTREAL LINK,13 TO 15,68,Model A,2015,390000
SEMBAWANG,3 ROOM,SEMBAWANG DR,04 TO 06,67,Model A,2015,375000
SEMBAWANG,4 ROOM,ADMIRALTY DR,07 TO 09,93,Model A,2002,480000
SEMBAWANG,4 ROOM,ADMIRALTY LINK,07 TO 09,85,Model A2,2003,422000
SEMBAWANG,4 ROOM,ADMIRALTY LINK,07 TO 09,94,Model A,2010,468000
SEMBAWANG,4 ROOM,CANBERRA CRES,10 TO 12,93,Model A,2018,625000
SEMBAWANG,4 ROOM,CANBERRA CRES,07 TO 09,93,Model A,2018,600000
SEMBAWANG,4 ROOM,CANBERRA RD,04 TO 06,101,Model A,1998,458000
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,558000
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,550000
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,604000
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,575888
SEMBAWANG,4 ROOM,CANBERRA ST,13 TO 15,93,Model A,2018,595588
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,570000
SEMBAWANG,4 ROOM,CANBERRA ST,10 TO 12,93,Model A,2018,595888
SEMBAWANG,4 ROOM,MONTREAL DR,07 TO 09,85,Model A2,2002,441000
SEMBAWANG,4 ROOM,MONTREAL LINK,13 TO 15,93,Model A,2015,513500
SEMBAWANG,4 ROOM,MONTREAL LINK,10 TO 12,93,Model A,2015,530000
SEMBAWANG,4 ROOM,SEMBAWANG CL,07 TO 09,100,Model A,1999,480000
SEMBAWANG,4 ROOM,SEMBAWANG CRES,01 TO 03,100,Model A,1999,445000
SEMBAWANG,4 ROOM,SEMBAWANG DR,16 TO 18,90,Premium Apartment,2006,495000
SEMBAWANG,4 ROOM,SEMBAWANG DR,13 TO 15,90,Model A,2001,460000
SEMBAWANG,4 ROOM,SEMBAWANG DR,16 TO 18,93,Premium Apartment,2006,500000
SEMBAWANG,4 ROOM,SEMBAWANG DR,19 TO 21,90,Premium Apartment,2006,490000
SEMBAWANG,4 ROOM,SEMBAWANG DR,10 TO 12,90,Model A2,2001,448000
SEMBAWANG,4 ROOM,WELLINGTON CIRCLE,10 TO 12,85,Model A,2004,460188
SEMBAWANG,4 ROOM,WELLINGTON CIRCLE,07 TO 09,90,Model A,2004,462888
SEMBAWANG,5 ROOM,ADMIRALTY DR,01 TO 03,110,Premium Apartment,2001,525000
SEMBAWANG,5 ROOM,ADMIRALTY DR,01 TO 03,118,Premium Apartment,2001,480000
SEMBAWANG,5 ROOM,ADMIRALTY DR,13 TO 15,111,Premium Apartment,2001,538500
SEMBAWANG,5 ROOM,ADMIRALTY DR,07 TO 09,110,Premium Apartment,2001,530000
SEMBAWANG,5 ROOM,ADMIRALTY LINK,13 TO 15,111,Improved,2003,508000
SEMBAWANG,5 ROOM,CANBERRA CRES,04 TO 06,113,Improved,2018,700000
SEMBAWANG,5 ROOM,CANBERRA CRES,13 TO 15,113,Improved,2018,695000
SEMBAWANG,5 ROOM,CANBERRA CRES,13 TO 15,113,Improved,2018,650000
SEMBAWANG,5 ROOM,CANBERRA RD,04 TO 06,110,Improved,2001,575000
SEMBAWANG,5 ROOM,CANBERRA RD,13 TO 15,113,Improved,2001,630000
SEMBAWANG,5 ROOM,CANBERRA RD,07 TO 09,110,Improved,2001,513000
SEMBAWANG,5 ROOM,CANBERRA RD,01 TO 03,110,Improved,2001,490000
SEMBAWANG,5 ROOM,CANBERRA ST,10 TO 12,113,Improved,2018,670000
SEMBAWANG,5 ROOM,CANBERRA ST,10 TO 12,113,Improved,2018,721000
SEMBAWANG,5 ROOM,SEMBAWANG CL,13 TO 15,121,Improved,1999,569000
SEMBAWANG,5 ROOM,SEMBAWANG DR,19 TO 21,113,Premium Apartment,2006,555000
SEMBAWANG,5 ROOM,SEMBAWANG DR,04 TO 06,110,Improved,2001,479000
SENGKANG,3 ROOM,ANCHORVALE CRES,07 TO 09,67,Premium Apartment,2015,432000
SENGKANG,3 ROOM,ANCHORVALE CRES,13 TO 15,67,Premium Apartment,2015,430000
SENGKANG,3 ROOM,COMPASSVALE CRES,13 TO 15,68,Premium Apartment,2017,450000
SENGKANG,3 ROOM,COMPASSVALE DR,04 TO 06,68,Premium Apartment,2017,435000
SENGKANG,3 ROOM,FERNVALE LINK,01 TO 03,68,Model A,2018,380000
SENGKANG,3 ROOM,FERNVALE LINK,04 TO 06,68,Model A,2016,400000
SENGKANG,3 ROOM,FERNVALE LINK,01 TO 03,68,Model A,2016,372000
SENGKANG,3 ROOM,FERNVALE LINK,01 TO 03,68,Model A,2016,395000
SENGKANG,3 ROOM,FERNVALE RD,19 TO 21,69,Model A,2012,435000
SENGKANG,3 ROOM,FERNVALE RD,04 TO 06,69,Model A,2010,415000
SENGKANG,3 ROOM,JLN KAYU,04 TO 06,67,Model A,2013,405000
SENGKANG,3 ROOM,RIVERVALE CRES,04 TO 06,67,Model A,2015,382000
SENGKANG,3 ROOM,SENGKANG EAST AVE,10 TO 12,67,Premium Apartment,2015,480888
SENGKANG,3 ROOM,SENGKANG EAST AVE,10 TO 12,67,Premium Apartment,2015,455000
SENGKANG,4 ROOM,ANCHORVALE CRES,13 TO 15,93,Model A,2018,540000
SENGKANG,4 ROOM,ANCHORVALE CRES,13 TO 15,93,Model A,2018,570000
SENGKANG,4 ROOM,ANCHORVALE CRES,10 TO 12,93,Model A,2018,550000
SENGKANG,4 ROOM,ANCHORVALE CRES,07 TO 09,93,Model A,2018,560000
SENGKANG,4 ROOM,ANCHORVALE CRES,10 TO 12,93,Model A,2018,555000
SENGKANG,4 ROOM,ANCHORVALE CRES,07 TO 09,92,Premium Apartment,2015,532000
SENGKANG,4 ROOM,ANCHORVALE CRES,07 TO 09,93,Model A,2018,530500
SENGKANG,4 ROOM,ANCHORVALE CRES,07 TO 09,93,Model A,2018,530000
SENGKANG,4 ROOM,ANCHORVALE CRES,04 TO 06,93,Model A,2018,510088
SENGKANG,4 ROOM,ANCHORVALE CRES,13 TO 15,93,Model A,2018,575000
SENGKANG,4 ROOM,ANCHORVALE DR,04 TO 06,91,Model A,2002,463000
SENGKANG,4 ROOM,ANCHORVALE LANE,07 TO 09,90,Premium Apartment,2002,442000
SENGKANG,4 ROOM,ANCHORVALE LINK,10 TO 12,92,Model A,2015,568000
SENGKANG,4 ROOM,ANCHORVALE LINK,10 TO 12,92,Model A,2015,558000
SENGKANG,4 ROOM,ANCHORVALE LINK,01 TO 03,92,Model A,2015,500000
